resource,consumer,body_mass_resource,body_mass_consumer,class_resource,class_consumer,category_resource,category_consumer
Sceloporus olivaceus,Geococcyx californianus,28.96330902,291.6055556,reptilia,aves,na,na
Sylvilagus audubonii,Buteo jamaicensis,886.315,1101.16,mammals,aves,na,na
Lampropholis delicata,Todiramphus sanctus,1.476506005,42.34307692,reptilia,aves,na,na
Odocoileus hemionus,Ursus americanus,69006.285,105474.68,mammals,mammals,na,na
Anolis noblei,Cyanocitta cristata,53.61213607,88,reptilia,aves,na,na
Kobus vardonii,Crocodylus niloticus,71250.325,104541.5094,mammals,reptilia,na,na
Kobus vardonii,Panthera pardus,71250.325,52219.11,mammals,mammals,na,na
Regulus regulus,Garrulus glandarius,5.54,159.46,aves,aves,na,na
Farancia abacura,Corvus brachyrhynchos,347.6626175,448.76,reptilia,aves,na,na
Xantusia riversiana,Falco sparverius,16.01889724,114.61,reptilia,aves,na,na
Canis latrans,Corvus brachyrhynchos,12703.165,448.76,mammals,aves,na,na
Odocoileus hemionus,Puma concolor,69006.285,52750.02,mammals,mammals,na,na
Giraffa camelopardalis,Panthera pardus,927497.4,52219.11,mammals,mammals,na,na
Chalcides striatus,Bubulcus ibis,11.38327567,365.95,reptilia,aves,na,na
Himantopus himantopus,Elaphe dione,176.82,47.32346961,aves,reptilia,na,na
Cyanocitta cristata,Falco peregrinus,88,759.95,aves,aves,na,na
Sciurus niger,Sciurus niger,761.9,761.9,mammals,mammals,na,na
Tamias striatus,Urocyon cinereoargenteus,111.91,3831.86,mammals,mammals,na,na
Anguis veronensis,Coronella austriaca,18.71931779,28.37342697,reptilia,reptilia,na,na
Ramphastos dicolorus,Ramphastos dicolorus,331,331,aves,aves,na,na
Rhabdomys pumilio,Rhabdomys pumilio,40.91,40.91,mammals,mammals,na,na
Haematopus finschi,Larus dominicanus,526,952.43,aves,aves,na,na
Iguana iguana,Eunectes murinus,1864.475555,64263.04324,reptilia,reptilia,na,na
Lithobates catesbeianus,Ardea herodias,312.7083338,2523.41,amphibians,aves,na,na
Opheodrys aestivus,Elanoides forficatus,66.41762258,416.24,reptilia,aves,na,na
Corvus brachyrhynchos,Falco peregrinus,448.76,759.95,aves,aves,na,na
Thryomanes bewickii,Accipiter cooperii,9.9,429.67,aves,aves,na,na
Sciurus carolinensis,Lynx rufus,526.25,7647.05,mammals,mammals,na,na
Streptopelia decaocto,Accipiter nisus,148.96,220.79,aves,aves,na,na
Oena capensis,Falco biarmicus,40.6,606.09,aves,aves,na,na
Naja nivea,Circaetus pectoralis,364.6947403,1500,reptilia,aves,na,na
Pituophis catenifer,Canis latrans,497.1560436,12703.165,reptilia,mammals,na,na
Equus quagga,Panthera leo,4.00E+05,160249.53,mammals,mammals,na,na
Panthera leo,Panthera leo,160249.53,160249.53,mammals,mammals,na,na
Plestiodon elegans,Psammodynastes pulverulentus,11.59888392,30.4521174,reptilia,reptilia,na,na
Coluber constrictor,Buteo lineatus,208.8797407,603.72,reptilia,aves,na,na
Buteo jamaicensis,Corvus corax,1101.16,927.97,aves,aves,na,na
Sciurus griseus,Lynx rufus,717.5,7647.05,mammals,mammals,na,na
Passer domesticus,Accipiter striatus,26.51,130.59,aves,aves,na,na
Thamnophis radix,Buteo swainsoni,137.808036,946.61,reptilia,aves,na,na
Zenaida macroura,Falco columbarius,118.93,188.5,aves,aves,na,na
Odocoileus virginianus,Buteo jamaicensis,65254.28,1101.16,mammals,aves,na,na
Thomomys bottae,Buteo lineatus,118.875,603.72,mammals,aves,na,na
Didelphis virginiana,Buteo jamaicensis,2332.74,1101.16,mammals,aves,na,na
Passer montanus,Falco tinnunculus,21.39,183.21,aves,aves,na,na
Thamnophis sirtalis,Lampropeltis getula,287.1256415,254.5022718,reptilia,reptilia,na,na
Lithobates catesbeianus,Lontra canadensis,312.7083338,8088.71,amphibians,mammals,na,na
Mogera insularis,Trimeresurus yunnanensis,83.03,315.9475464,mammals,reptilia,na,na
Aspidoscelis tigris,Geococcyx californianus,24.30616205,291.6055556,reptilia,aves,na,na
Canis latrans,Caracara cheriway,12703.165,1078.62,mammals,aves,na,na
Xenopus laevis,Ardea herodias,89.40367992,2523.41,amphibians,aves,na,na
Ochotona princeps,Mustela erminea,157.815,201.69,mammals,mammals,na,na
Sciurus niger,Corvus brachyrhynchos,761.9,448.76,mammals,aves,na,na
Crotalus oreganus,Cathartes aura,652.8298242,1518.24,reptilia,aves,na,na
Molothrus ater,Bubo virginianus,42.02651747,1575.7,aves,aves,na,na
Anas rubripes,Buteo jamaicensis,1240.96,1101.16,aves,aves,na,na
Aepyceros melampus,Panthera pardus,52400.04,52219.11,mammals,mammals,na,na
Numida meleagris,Bubo lacteus,1299,2114.94,aves,aves,na,na
Rana temporaria,Natrix natrix,42.09890217,830.9226872,amphibians,reptilia,na,na
Neotoma fuscipes,Lynx rufus,226.915,7647.05,mammals,mammals,na,na
Mimus polyglottos,Elanoides forficatus,47.6602606,416.24,aves,aves,na,na
Chrysochloris asiatica,Bubo africanus,44.95,685,mammals,aves,na,na
Ovis aries,Threskiornis aethiopicus,42100,1493.18,mammals,aves,na,na
Sus scrofa,Gymnogyps californianus,90309.045,10166.876,mammals,aves,na,na
Progne subis,Caracara cheriway,53.79,1078.62,aves,aves,na,na
Caiman yacare,Coragyps atratus,20906.55581,1758.195926,reptilia,aves,na,na
Turdus merula,Pica pica,88.93622727,217.48,aves,aves,na,na
Alligator mississippiensis,Coragyps atratus,60001.02853,1758.195926,reptilia,aves,na,na
Sciurus carolinensis,Coragyps atratus,526.25,1758.195926,mammals,aves,na,na
Pituophis catenifer,Urocyon cinereoargenteus,497.1560436,3831.86,reptilia,mammals,na,na
Neotoma fuscipes,Pituophis catenifer,226.915,497.1560436,mammals,reptilia,na,na
Aepyceros melampus,Crocuta crocuta,52400.04,65246.03,mammals,mammals,na,na
Crotalus atrox,Drymarchon melanurus,1695.613881,565.5688398,reptilia,reptilia,na,na
Columba livia,Falco novaeseelandiae,354.2,418.6,aves,aves,na,na
Chiromantis xerampelina,Philothamnus semivariegatus,19.2,86.31276812,amphibians,reptilia,na,na
Oxyura jamaicensis,Larus marinus,608.15,1649.71,aves,aves,na,na
Zalophus californianus,Cathartes aura,109000,1518.24,mammals,aves,marmam,na
Tamias striatus,Pantherophis spiloides,111.91,270.884983,mammals,reptilia,na,na
Eschrichtius robustus,Phoebastria nigripes,27900000,3566.274211,mammals,aves,marmam,na
Mimus polyglottos,Lanius ludovicianus,47.6602606,51.59,aves,aves,na,na
Iguana iguana,Boa constrictor,1864.475555,8201.31505,reptilia,reptilia,na,na
Funambulus pennantii,Accipiter badius,151,131.15,mammals,aves,na,na
Anolis sagrei,Coluber constrictor,4.811134597,208.8797407,reptilia,reptilia,na,na
Agkistrodon contortrix,Lampropeltis holbrooki,400.4694576,189.0371205,reptilia,reptilia,na,na
Zenaida macroura,Glaucidium gnoma,118.93,61.25,aves,aves,na,na
Columba livia,Larus dominicanus,354.2,952.43,aves,aves,na,na
Junco hyemalis,Sciurus griseus,19.5,717.5,aves,mammals,na,na
Anolis carolinensis,Cyanocitta cristata,3.396134597,88,reptilia,aves,na,na
Diadophis punctatus,Aphelocoma californica,47.81807872,85.74,reptilia,aves,na,na
Sceloporus occidentalis,Sciurus niger,13.49958843,761.9,reptilia,mammals,na,na
Sceloporus occidentalis,Crotalus oreganus,13.49958843,652.8298242,reptilia,reptilia,na,na
Todiramphus sanctus,Ninox novaeseelandiae,42.34307692,183.37,aves,aves,na,na
Sylvilagus bachmani,Lynx rufus,680.125,7647.05,mammals,mammals,na,na
Pedioplanis namaquensis,Polihierax semitorquatus,2.680500187,61.5,reptilia,aves,na,na
Iguana iguana,Trachemys stejnegeri,1864.475555,763.0151354,reptilia,reptilia,na,na
Hippopotamus amphibius,Buphagus africanus,1468744.995,58.5,mammals,aves,na,na
Bison bison,Canis lupus,599627.64,33591.665,mammals,mammals,na,na
Geothlypis trichas,Accipiter striatus,9.54,130.59,aves,aves,na,na
Glis glis,Zamenis longissimus,128.09,231.7670878,mammals,reptilia,na,na
Hemidactylus turcicus,Mimus polyglottos,2.75922398,47.6602606,reptilia,aves,na,na
Ovis canadensis,Ovis canadensis,74622.44,74622.44,mammals,mammals,na,na
Mus musculus,Felis catus,17.775,2884.8,mammals,mammals,na,na
Paroedura bastardi,Dromicodryas bernieri,5.264942099,75.55723847,reptilia,reptilia,na,na
Trichosurus vulpecula,Circus approximans,2675,746.19,mammals,aves,na,na
Loxodonta africana,Panthera leo,3940017.14,160249.53,mammals,mammals,na,na
Xantusia riversiana,Lanius ludovicianus,16.01889724,51.59,reptilia,aves,na,na
Taxidea taxus,Cathartes aura,7473.775,1518.24,mammals,aves,na,na
Neotoma lepida,Buteo jamaicensis,153.875,1101.16,mammals,aves,na,na
Xenopus laevis,Nycticorax nycticorax,89.40367992,810,amphibians,aves,na,na
Phacochoerus africanus,Panthera leo,82500,160249.53,mammals,mammals,na,na
Heterodon platirhinos,Coluber constrictor,91.67801524,208.8797407,reptilia,reptilia,na,na
Passer domesticus,Halcyon smyrnensis,26.51,91.4,aves,aves,na,na
Mimus polyglottos,Buteo lineatus,47.6602606,603.72,aves,aves,na,na
Chamaeleo dilepis,Dasypeltis scabra,54.85261149,66.55588073,reptilia,reptilia,na,na
Opheodrys aestivus,Buteo lineatus,66.41762258,603.72,reptilia,aves,na,na
Pavo cristatus,Python molurus,4154.81,24741.97203,aves,reptilia,na,na
Aepyceros melampus,Python sebae,52400.04,11320.49382,mammals,reptilia,na,na
Hemidactylus mabouia,Dipsadoboa aulica,5.796908734,22.29210927,reptilia,reptilia,na,na
Xenopus laevis,Bostrychia hagedash,89.40367992,1238,amphibians,aves,na,na
Aepyceros melampus,Panthera leo,52400.04,160249.53,mammals,mammals,na,na
Varanus niloticus,Polemaetus bellicosus,4312.601324,3964.54,reptilia,aves,na,na
Giraffa camelopardalis,Trigonoceps occipitalis,927497.4,3016,mammals,aves,na,na
Pseudois nayaur,Uncia uncia,48400,38333.5,mammals,mammals,na,na
Ovis aries,Corvus corone,42100,570,mammals,aves,na,na
Ovis aries,Buteo buteo,42100,864.34,mammals,aves,na,na
Kobus leche,Python natalensis,99074.525,13966.23577,mammals,reptilia,na,na
Agelaius phoeniceus,Falco peregrinus,50.78,759.95,aves,aves,na,na
Anolis sagrei,Lanius ludovicianus,4.811134597,51.59,reptilia,aves,na,na
Furcifer pardalis,Ithycyphus miniatus,100.0450892,228.8933158,reptilia,reptilia,na,na
Amblyrhynchus cristatus,Buteo galapagoensis,2002.51452,1137.44,reptilia,aves,na,na
Camelus dromedarius,Corvus ruficollis,544500,573.5,mammals,aves,na,na
Sayornis phoebe,Pantherophis alleghaniensis,19.12880534,410.588429,aves,reptilia,na,na
Larus fuscus,Circus aeruginosus,762.36,704.07,aves,aves,na,na
Chalarodon madagascariensis,Mimophis mahfalensis,9.14394424,59.23963002,reptilia,reptilia,na,na
Odocoileus virginianus,Caracara cheriway,65254.28,1078.62,mammals,aves,na,na
Charadrius vociferus,Falco columbarius,96.44,188.5,aves,aves,na,na
Lithobates clamitans,Nerodia sipedon,25.45,352.7603443,amphibians,reptilia,na,na
Rhabdomys pumilio,Lanius collaris,40.91,36.44,mammals,aves,na,na
Fulica atra,Ardea cinerea,717.12,1443,aves,aves,na,na
Rana boylii,Butorides virescens,22,201.5,amphibians,aves,na,na
Nerodia sipedon,Buteo lineatus,352.7603443,603.72,reptilia,aves,na,na
Sciurus carolinensis,Pantherophis alleghaniensis,526.25,410.588429,mammals,reptilia,na,na
Cardinalis cardinalis,Agkistrodon piscivorus,42.64,973.1883289,aves,reptilia,na,na
Corvus albus,Acrantophis dumerili,524,877.0845237,aves,reptilia,na,na
Columba livia,Circus approximans,354.2,746.19,aves,aves,na,na
Agelaius phoeniceus,Sciurus carolinensis,50.78,526.25,aves,mammals,na,na
Crocuta crocuta,Gyps africanus,65246.03,5432.99,mammals,aves,na,na
Bitis arietans,Naja pallida,916.2346976,228.4178301,reptilia,reptilia,na,na
Tracheloptychus madagascariensis,Mimophis mahfalensis,8.547083933,59.23963002,reptilia,reptilia,na,na
Anaxyrus woodhousii,Thamnophis sirtalis,10.2,287.1256415,amphibians,reptilia,na,na
Tragelaphus strepsiceros,Terathopius ecaudatus,209250.52,2200,mammals,aves,na,na
Aepyceros melampus,Gyps africanus,52400.04,5432.99,mammals,aves,na,na
Aepyceros melampus,Necrosyrtes monachus,52400.04,2043,mammals,aves,na,na
Bos taurus,Puma concolor,756500,52750.02,mammals,mammals,na,na
Nerodia clarkii,Grus americana,85.59780133,5825.99,reptilia,aves,na,na
Didelphis virginiana,Didelphis virginiana,2332.74,2332.74,mammals,mammals,na,na
Oryctolagus cuniculus,Circus approximans,1711.11,746.19,mammals,aves,na,na
Otocyon megalotis,Polemaetus bellicosus,4075.01,3964.54,mammals,aves,na,na
Tamias striatus,Pantherophis alleghaniensis,111.91,410.588429,mammals,reptilia,na,na
Didelphis virginiana,Alligator mississippiensis,2332.74,60001.02853,mammals,reptilia,na,na
Otomys irroratus,Ardea melanocephala,116.51,1060,mammals,aves,na,na
Uta stansburiana,Crotalus oreganus,5.343522433,652.8298242,reptilia,reptilia,na,na
Aepyceros melampus,Acinonyx jubatus,52400.04,48600,mammals,mammals,na,na
Turdus migratorius,Lithobates catesbeianus,79.98562144,312.7083338,aves,amphibians,na,na
Hyla cinerea,Osteopilus septentrionalis,8.637087912,11.11,amphibians,amphibians,na,na
Sciurus niger,Didelphis virginiana,761.9,2332.74,mammals,mammals,na,na
Duttaphrynus melanostictus,Naja atra,122.3,280.6323809,amphibians,reptilia,na,na
Felis catus,Canis latrans,2884.8,12703.165,mammals,mammals,na,na
Mus musculus,Falco tinnunculus,17.775,183.21,mammals,aves,na,na
Aptenodytes patagonicus,Chionis albus,11731.07,675.69,aves,aves,flb,na
Pygoscelis papua,Chionis albus,5932.95,675.69,aves,aves,flb,na
Hemidactylus frenatus,Dendrelaphis pictus,3.322946428,107.3745799,reptilia,reptilia,na,na
Erignathus barbatus,Larus schistisagus,280000,1323,mammals,aves,marmam,na
Sus scrofa,Caracara cheriway,90309.045,1078.62,mammals,aves,na,na
Bufo bufo,Natrix natrix,108.5856303,830.9226872,amphibians,reptilia,na,na
Puffinus tenuirostris,Corvus coronoides,559,644.3,aves,aves,na,na
Sylvilagus audubonii,Corvus corax,886.315,927.97,mammals,aves,na,na
Philetairus socius,Naja nivea,27.4,364.6947403,aves,reptilia,na,na
Thomomys bottae,Canis latrans,118.875,12703.165,mammals,mammals,na,na
Phalaropus fulicarius,Falco peregrinus,55.59,759.95,aves,aves,na,na
Atractus werneri,Erythrolamprus bizona,7.162319889,65.73062799,reptilia,reptilia,na,na
Vanellus armatus,Milvus migrans,156,734.1,aves,aves,na,na
Oryctolagus cuniculus,Larus dominicanus,1711.11,952.43,mammals,aves,na,na
Corvus corone,Accipiter gentilis,570,866.04,aves,aves,na,na
Caiman yacare,Panthera onca,20906.55581,92450,reptilia,mammals,na,na
Osteopilus septentrionalis,Cyanocitta cristata,11.11,88,amphibians,aves,na,na
Tamias striatus,Vulpes vulpes,111.91,5158.085,mammals,mammals,na,na
Zenaida macroura,Falco peregrinus,118.93,759.95,aves,aves,na,na
Lampropeltis californiae,Buteo jamaicensis,231.7670878,1101.16,reptilia,aves,na,na
Alligator mississippiensis,Alligator mississippiensis,60001.02853,60001.02853,reptilia,reptilia,na,na
Myocastor coypus,Alligator mississippiensis,6648.725,60001.02853,mammals,reptilia,na,na
Pseudaspis cana,Cynictis penicillata,551.6303688,765.005,reptilia,mammals,na,na
Lacerta bilineata,Martes foina,21.74271917,1605.4,reptilia,mammals,na,na
Saara hardwickii,Aquila rapax,199.1245537,2236.06,reptilia,aves,na,na
Crotalus oreganus,Lampropeltis californiae,652.8298242,231.7670878,reptilia,reptilia,na,na
Ovis aries,Corvus albicollis,42100,893.99,mammals,aves,na,na
Eucometis penicillata,Bothrops asper,27,2023.444134,aves,reptilia,na,na
Anolis sagrei,Bubulcus ibis,4.811134597,365.95,reptilia,aves,na,na
Storeria dekayi,Micrurus tener,15.55655134,144.8602254,reptilia,reptilia,na,na
Giraffa camelopardalis,Crocuta crocuta,927497.4,65246.03,mammals,mammals,na,na
Zenaida macroura,Falco sparverius,118.93,114.61,aves,aves,na,na
Turdus merula,Corvus corone,88.93622727,570,aves,aves,na,na
Procyon lotor,Canis latrans,5947.485,12703.165,mammals,mammals,na,na
Acris blanchardi,Acris blanchardi,3.8,3.8,amphibians,amphibians,na,na
Acris blanchardi,Thamnophis proximus,3.8,195.0265448,amphibians,reptilia,na,na
Rena dulcis,Buteo lineatus,2.672883955,603.72,reptilia,aves,na,na
Podarcis muralis,Hierophis viridiflavus,5.967798415,138.9590956,reptilia,reptilia,na,na
Furcifer oustaleti,Ithycyphus oursi,154.506065,186.305352,reptilia,reptilia,na,na
Anas platyrhynchos,Canis latrans,843.42,12703.165,aves,mammals,na,na
Recurvirostra americana,Falco peregrinus,304.48,759.95,aves,aves,na,na
Uta stansburiana,Gambelia wislizenii,5.343522433,39.07835863,reptilia,reptilia,na,na
Oryctolagus cuniculus,Falco novaeseelandiae,1711.11,418.6,mammals,aves,na,na
Hypsignathus monstrosus,Urotriorchis macrourus,335.04,492,mammals,aves,bat,na
Podarcis muralis,Vipera aspis,5.967798415,118.892323,reptilia,reptilia,na,na
Tarentola mauritanica,Coronella girondica,7.656744024,28.37342697,reptilia,reptilia,na,na
Passer domesticus,Accipiter nisus,26.51,220.79,aves,aves,na,na
Anas platyrhynchos,Anas platyrhynchos,843.42,843.42,aves,aves,na,na
Stellagama stellio,Halcyon smyrnensis,121.8964673,91.4,reptilia,aves,na,na
Hemidactylus turcicus,Pantherophis alleghaniensis,2.75922398,410.588429,reptilia,reptilia,na,na
Lampropeltis californiae,Lampropeltis californiae,231.7670878,231.7670878,reptilia,reptilia,na,na
Paraxerus ochraceus,Accipiter minullus,104.15,87.43,mammals,aves,na,na
Caiman crocodilus,Eunectes murinus,15888.10568,64263.04324,reptilia,reptilia,na,na
Uta stansburiana,Geococcyx californianus,5.343522433,291.6055556,reptilia,aves,na,na
Amazona viridigenalis,Amazona viridigenalis,310.7,310.7,aves,aves,na,na
Eupodotis caerulescens,Felis nigripes,1366,1329.995,aves,mammals,na,na
Procyon lotor,Martes pennanti,5947.485,3875,mammals,mammals,na,na
Capreolus capreolus,Lynx lynx,22450,18625,mammals,mammals,na,na
Equus quagga,Acinonyx jubatus,4.00E+05,48600,mammals,mammals,na,na
Turdus merula,Accipiter nisus,88.93622727,220.79,aves,aves,na,na
Connochaetes taurinus,Panthera leo,187999.48,160249.53,mammals,mammals,na,na
Ambystoma maculatum,Thamnophis sirtalis,18.32772807,287.1256415,amphibians,reptilia,na,na
Phoca vitulina,Cathartes aura,93650,1518.24,mammals,aves,marmam,na
Phoca vitulina,Corvus corax,93650,927.97,mammals,aves,marmam,na
Alcelaphus buselaphus,Crocodylus niloticus,167500.765,104541.5094,mammals,reptilia,na,na
Redunca redunca,Panthera pardus,43375.205,52219.11,mammals,mammals,na,na
Callipepla californica,Buteo jamaicensis,165.7,1101.16,aves,aves,na,na
Sciurus vulgaris,Vulpes vulpes,333,5158.085,mammals,mammals,na,na
Sceloporus occidentalis,Geococcyx californianus,13.49958843,291.6055556,reptilia,aves,na,na
Fulica atra,Buteo buteo,717.12,864.34,aves,aves,na,na
Fulica atra,Accipiter gentilis,717.12,866.04,aves,aves,na,na
Hyla intermedia,Natrix natrix,6.2725,830.9226872,amphibians,reptilia,na,na
Loxodonta africana,Gyps africanus,3940017.14,5432.99,mammals,aves,na,na
Loxodonta africana,Torgos tracheliotos,3940017.14,6969,mammals,aves,na,na
Bufo bufo,Procyon lotor,108.5856303,5947.485,amphibians,mammals,na,na
Kobus ellipsiprymnus,Gyps africanus,206000.17,5432.99,mammals,aves,na,na
Sceloporus occidentalis,Falco sparverius,13.49958843,114.61,reptilia,aves,na,na
Fulica atra,Haliaeetus albicilla,717.12,4729.27,aves,aves,na,na
Necturus maculosus,Nerodia sipedon,184.5111111,352.7603443,amphibians,reptilia,na,na
Diadophis punctatus,Geococcyx californianus,47.81807872,291.6055556,reptilia,aves,na,na
Triturus cristatus,Ardea cinerea,11.084375,1443,amphibians,aves,na,na
Lacerta bilineata,Hierophis viridiflavus,21.74271917,138.9590956,reptilia,reptilia,na,na
Pusa hispida,Ursus maritimus,70963.6,381875.18,mammals,mammals,marmam,na
Lithobates catesbeianus,Botaurus lentiginosus,312.7083338,706,amphibians,aves,na,na
Thomomys bottae,Mustela frenata,118.875,169,mammals,mammals,na,na
Larus occidentalis,Falco peregrinus,922.78,759.95,aves,aves,na,na
Ondatra zibethicus,Ardea herodias,1028.875,2523.41,mammals,aves,na,na
Bos taurus,Desmodus rotundus,756500,32.105,mammals,mammals,na,bat
Furcifer verrucosus,Mimophis mahfalensis,115.2410428,59.23963002,reptilia,reptilia,na,na
Salamandra infraimmaculata,Natrix tessellata,92.89833333,105.1647972,amphibians,reptilia,na,na
Eulemur fulvus,Acrantophis madagascariensis,2770,3403.05085,mammals,reptilia,na,na
Elgaria multicarinata,Lampropeltis californiae,39.33958162,231.7670878,reptilia,reptilia,na,na
Uta stansburiana,Hypsiglena jani,5.343522433,25.35968845,reptilia,reptilia,na,na
Sylvilagus floridanus,Crotalus atrox,1191.395,1695.613881,mammals,reptilia,na,na
Dipodomys merriami,Crotalus atrox,39.8,1695.613881,mammals,reptilia,na,na
Chondrodactylus turneri,Philothamnus semivariegatus,8.080421751,86.31276812,reptilia,reptilia,na,na
Iguana iguana,Glaucidium brasilianum,1864.475555,75.1,reptilia,aves,na,na
Zalophus californianus,Corvus corax,109000,927.97,mammals,aves,marmam,na
Ploceus cucullatus,Dendroaspis polylepis,36.08,2198.951109,aves,reptilia,na,na
Smilisca baudinii,Leptophis diplotropis,23.7,104.077019,amphibians,reptilia,na,na
Sceloporus occidentalis,Pituophis catenifer,13.49958843,497.1560436,reptilia,reptilia,na,na
