"","source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","latitude","longitude","study_citation","study_source_citation"
"921","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","GBIF:9070532","Kyllinga","Plantae | Tracheophyta | Liliopsida | Poales | Cyperaceae | Kyllinga",NA,NA,NA,NA,NA
"922","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL:60515","Ocimum","Plantae | Tracheophyta | Magnoliopsida | Lamiales | Lamiaceae | Ocimum",NA,NA,NA,NA,NA
"923","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL_V2:11887906","Hypoestes forskaolii","Cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliophyta | Mesangiospermae | Eudicotyledons | Gunneridae | Pentapetalae | Asterids | Lamiids | Lamiales | Acanthaceae | Acanthoideae | Ruellieae | Justiciinae | Hypoestes | Hypoestes forskaolii",NA,NA,NA,NA,NA
"924","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL:2885901","Kedrostis foetidissima","Cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliophyta | Mesangiospermae | Eudicotyledons | Gunneridae | Pentapetalae | Rosids | Fabids | Cucurbitales | Cucurbitaceae | Coniandreae | Kedrostis | Kedrostis foetidissima",NA,NA,NA,NA,NA
"925","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL_V2:1115033","Microchloa kunthii","Plantae | Tracheophyta | Liliopsida | Poales | Poaceae | Microchloa | Microchloa kunthii",NA,NA,NA,NA,NA
"926","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL:5796570","Diheteropogon amplectens","Plantae | Tracheophyta | Liliopsida | Poales | Poaceae | Diheteropogon | Diheteropogon amplectens",NA,NA,NA,NA,NA
"927","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL:580416","Ipomoea obscura","Plantae | Tracheophyta | Magnoliopsida | Solanales | Convolvulaceae | Ipomoea | Ipomoea obscura",NA,NA,NA,NA,NA
"928","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL:108048","Eragrostis","Plantae | Tracheophyta | Liliopsida | Poales | Poaceae | Eragrostis",NA,NA,NA,NA,NA
"929","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL:108024","Aristida","Plantae | Tracheophyta | Liliopsida | Poales | Poaceae | Aristida",NA,NA,NA,NA,NA
"930","EOL:326384","Procavia capensis","Animalia | Chordata | Mammalia | Hyracoidea | Procaviidae | Procavia | Procavia capensis",NA,"preysOn","EOL:418543","Solanum nigrum","Plantae | Tracheophyta | Magnoliopsida | Solanales | Solanaceae | Solanum | Solanum nigrum",NA,NA,NA,NA,NA
